month,name_zh,value,lastValue,tong,huan,ratio,lat,lon,group_zh,subGroup_zh,name,area_zh,area
201111,珠海,11925,11910,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201110,珠海,11910,11910,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201109,珠海,11710,11510,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201108,珠海,11510,11310,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201107,珠海,11310,11110,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201106,珠海,11110,10910,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201105,珠海,10910,10710,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201104,珠海,10710,10510,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201103,珠海,10510,10310,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201102,珠海,10310,10110,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201101,珠海,10110,10110,0,0,0,22.271,113.576,东亚,中国,Zhuhai,华南,Huanan
201912,宁波,21602,20954,0,0,16.38,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201911,宁波,20954,21462,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201910,宁波,21462,20930,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201909,宁波,20930,20181,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201908,宁波,20181,20401,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201907,宁波,20401,20073,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201906,宁波,20073,19670,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201905,宁波,19670,20032,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201904,宁波,20032,19654,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201903,宁波,19654,20442,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201902,宁波,20442,18113,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201901,宁波,18113,18154,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201812,宁波,18154,17451,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201811,宁波,17451,18342,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201810,宁波,18342,17954,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201809,宁波,17954,20438,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201808,宁波,20438,20093,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201807,宁波,20093,19601,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201806,宁波,19601,18774,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201805,宁波,18774,18197,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201804,宁波,18197,17724,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201803,宁波,17724,17445,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201802,宁波,17445,17138,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201801,宁波,17138,17038,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201712,宁波,17038,16715,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201711,宁波,16715,16310,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201710,宁波,16310,16378,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201709,宁波,16378,16419,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201708,宁波,16419,16103,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201707,宁波,16103,15706,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201706,宁波,15706,15317,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201705,宁波,15317,15024,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201704,宁波,15024,14596,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201703,宁波,14596,14230,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201702,宁波,14230,14019,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201701,宁波,14019,13858,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201612,宁波,13858,13510,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201611,宁波,13510,13322,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201610,宁波,13322,13117,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201609,宁波,13117,13083,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201608,宁波,13083,13070,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201607,宁波,13070,12957,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201606,宁波,12957,12509,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201605,宁波,12509,12699,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201604,宁波,12699,12352,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201603,宁波,12352,12275,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201602,宁波,12275,12251,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201601,宁波,12251,12251,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201512,宁波,12251,12274,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201511,宁波,12274,12151,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201510,宁波,12151,12094,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201509,宁波,12094,11695,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201508,宁波,11695,11856,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201507,宁波,11856,12064,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201506,宁波,12064,12210,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201505,宁波,12210,12172,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201504,宁波,12172,12300,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201503,宁波,12300,12321,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201502,宁波,12321,12570,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201501,宁波,12570,14351,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201412,宁波,14351,14333,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201411,宁波,14333,14593,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201410,宁波,14593,14499,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201409,宁波,14499,14347,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201408,宁波,14347,14333,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201407,宁波,14333,14905,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201406,宁波,14905,15027,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201405,宁波,15027,14830,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201404,宁波,14830,15050,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201403,宁波,15050,15115,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201402,宁波,15115,15336,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201401,宁波,15336,15462,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201312,宁波,15462,15537,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201311,宁波,15537,15691,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201310,宁波,15691,15637,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201309,宁波,15637,15701,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201308,宁波,15701,15842,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201307,宁波,15842,15675,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201306,宁波,15675,15601,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201305,宁波,15601,15555,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201304,宁波,15555,15442,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201303,宁波,15442,15513,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201302,宁波,15513,15323,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201301,宁波,15323,15343,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201212,宁波,15343,15338,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201211,宁波,15338,15364,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201210,宁波,15364,15532,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201209,宁波,15532,15588,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201208,宁波,15588,15367,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201207,宁波,15367,14976,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201206,宁波,14976,14997,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201205,宁波,14997,15064,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201204,宁波,15064,15278,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201203,宁波,15278,15229,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201202,宁波,15229,15289,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201201,宁波,15289,15459,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201112,宁波,15459,15707,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201111,宁波,15707,16228,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201110,宁波,16228,16278,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201109,宁波,16278,16269,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201108,宁波,16269,16302,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201107,宁波,16302,15629,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201106,宁波,15629,15504,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201105,宁波,15504,15304,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201104,宁波,15304,15104,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201103,宁波,15104,14804,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201102,宁波,14804,14604,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201101,宁波,14604,14604,0,0,0,29.8738,121.55,东亚,中国,Ningbo,华东,Huadong
201912,温州,21106,21233,0,0,17.07,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201911,温州,21233,21332,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201910,温州,21332,21704,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201909,温州,21704,21111,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201908,温州,21111,20963,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201907,温州,20963,20383,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201906,温州,20383,21113,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201905,温州,21113,20163,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201904,温州,20163,19202,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201903,温州,19202,20813,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201902,温州,20813,20504,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201901,温州,20504,20531,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201812,温州,20531,20472,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201811,温州,20472,20066,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201810,温州,20066,20504,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201809,温州,20504,18939,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201808,温州,18939,18983,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201807,温州,18983,18829,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201806,温州,18829,18411,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201805,温州,18411,18088,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201804,温州,18088,18178,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201803,温州,18178,18039,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201802,温州,18039,17941,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201801,温州,17941,17993,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201712,温州,17993,18002,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201711,温州,18002,18124,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201710,温州,18124,18570,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201709,温州,18570,18470,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201708,温州,18470,18313,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201707,温州,18313,18044,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201706,温州,18044,17984,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201705,温州,17984,17904,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201704,温州,17904,17930,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201703,温州,17930,17827,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201702,温州,17827,17719,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201701,温州,17719,17985,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201612,温州,17985,18143,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201611,温州,18143,17533,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201610,温州,17533,18094,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201609,温州,18094,18381,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201608,温州,18381,18408,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201607,温州,18408,18255,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201606,温州,18255,16843,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201605,温州,16843,16767,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201604,温州,16767,17143,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201603,温州,17143,17463,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201602,温州,17463,17026,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201601,温州,17026,16874,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201512,温州,16874,16771,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201511,温州,16771,17375,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201510,温州,17375,18076,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201509,温州,18076,18168,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201508,温州,18168,17095,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201507,温州,17095,16532,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201506,温州,16532,14332,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201505,温州,14332,17577,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201504,温州,17577,17477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201503,温州,17477,17377,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201502,温州,17377,17277,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201501,温州,17277,17177,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201412,温州,17177,17077,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201411,温州,17077,16977,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201410,温州,16977,16877,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201409,温州,16877,16777,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201408,温州,16777,16677,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201407,温州,16677,16577,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201406,温州,16577,16477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201405,温州,16477,16377,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201404,温州,16377,16277,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201403,温州,16277,16177,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201402,温州,16177,16077,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201401,温州,16077,15977,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201312,温州,15977,15877,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201311,温州,15877,15777,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201310,温州,15777,15677,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201309,温州,15677,15577,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201308,温州,15577,15477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201307,温州,15477,15377,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201306,温州,15377,15277,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201305,温州,15277,15177,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201304,温州,15177,15077,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201303,温州,15077,14977,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201302,温州,14977,14877,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201301,温州,14877,14777,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201212,温州,14777,14677,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201211,温州,14677,14577,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201210,温州,14577,14477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201209,温州,14477,14377,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201208,温州,14377,14277,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201207,温州,14277,14177,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201206,温州,14177,14077,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201205,温州,14077,13977,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201204,温州,13977,13877,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201203,温州,13877,13777,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201202,温州,13777,13677,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201201,温州,13677,13577,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201112,温州,13577,13477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201111,温州,13477,13377,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201110,温州,13377,13277,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201109,温州,13277,13177,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201108,温州,13177,13077,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201107,温州,13077,12977,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201106,温州,12977,12877,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201105,温州,12877,12777,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201104,温州,12777,12677,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201103,温州,12677,12577,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201102,温州,12577,12477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201101,温州,12477,12477,0,0,0,27.9945,120.6987,东亚,中国,Wenzhou,华东,Huadong
201912,丽水,19641,19724,0,0,14.75,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201911,丽水,19724,20004,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201910,丽水,20004,17753,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201909,丽水,17753,17303,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201908,丽水,17303,17804,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201907,丽水,17804,18412,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201906,丽水,18412,18920,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201905,丽水,18920,18823,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201904,丽水,18823,19554,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201903,丽水,19554,19120,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201902,丽水,19120,20133,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201901,丽水,20133,19213,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201812,丽水,19213,18980,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201811,丽水,18980,19342,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201810,丽水,19342,18962,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201809,丽水,18962,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201808,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201807,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201806,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201805,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201804,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201803,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201802,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201801,丽水,9743,9743,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201712,丽水,9743,10605,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201711,丽水,10605,10578,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201710,丽水,10578,9166,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201709,丽水,9166,6733,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201708,丽水,6733,6733,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201707,丽水,6733,6271,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201706,丽水,6271,4754,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201705,丽水,4754,4754,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201704,丽水,4754,5118,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201703,丽水,5118,5243,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201702,丽水,5243,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201701,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201612,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201611,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201610,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201609,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201608,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201607,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201606,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201605,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201604,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201603,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201602,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201601,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201512,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201511,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201510,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201509,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201508,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201507,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201506,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
201505,丽水,4188,4188,0,0,0,28.46767,119.9,东亚,中国,Lishui,华东,Huadong
