month,name_zh,value,lastValue,tong,huan,ratio,lat,lon,group_zh,subGroup_zh,name,area_zh,area
201912,杭州,28822,29253,0,0,16.77,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201911,杭州,29253,30703,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201910,杭州,30703,30512,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201909,杭州,30512,30581,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201908,杭州,30581,30662,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201907,杭州,30662,30231,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201906,杭州,30231,30902,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201905,杭州,30902,30270,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201904,杭州,30270,30811,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201903,杭州,30811,31204,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201902,杭州,31204,30554,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201901,杭州,30554,30361,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201812,杭州,30361,30663,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201811,杭州,30663,30720,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201810,杭州,30720,30203,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201809,杭州,30203,29202,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201808,杭州,29202,29257,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201807,杭州,29257,29076,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201806,杭州,29076,28750,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201805,杭州,28750,28696,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201804,杭州,28696,28573,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201803,杭州,28573,28556,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201802,杭州,28556,28543,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201801,杭州,28543,28542,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201712,杭州,28542,28564,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201711,杭州,28564,28263,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201710,杭州,28263,27682,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201709,杭州,27682,27107,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201708,杭州,27107,26394,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201707,杭州,26394,25545,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201706,杭州,25545,25728,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201705,杭州,25728,25511,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201704,杭州,25511,25113,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201703,杭州,25113,24224,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201702,杭州,24224,23735,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201701,杭州,23735,21657,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201612,杭州,21657,21189,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201611,杭州,21189,20693,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201610,杭州,20693,19049,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201609,杭州,19049,18645,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201608,杭州,18645,18244,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201607,杭州,18244,18132,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201606,杭州,18132,18090,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201605,杭州,18090,18255,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201604,杭州,18255,17944,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201603,杭州,17944,17553,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201602,杭州,17553,17272,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201601,杭州,17272,16081,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201512,杭州,16081,16196,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201511,杭州,16196,16195,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201510,杭州,16195,16414,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201509,杭州,16414,16462,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201508,杭州,16462,16377,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201507,杭州,16377,16241,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201506,杭州,16241,16026,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201505,杭州,16026,16041,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201504,杭州,16041,16313,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201503,杭州,16313,16495,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201502,杭州,16495,16808,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201501,杭州,16808,16985,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201412,杭州,16985,16947,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201411,杭州,16947,16924,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201410,杭州,16924,16934,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201409,杭州,16934,17052,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201408,杭州,17052,17294,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201407,杭州,17294,17624,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201406,杭州,17624,18148,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201405,杭州,18148,18454,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201404,杭州,18454,18593,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201403,杭州,18593,18844,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201402,杭州,18844,18974,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201401,杭州,18974,19132,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201312,杭州,19132,19457,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201311,杭州,19457,19672,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201310,杭州,19672,19890,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201309,杭州,19890,19817,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201308,杭州,19817,19910,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201307,杭州,19910,19784,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201306,杭州,19784,19710,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201305,杭州,19710,19782,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201304,杭州,19782,19757,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201303,杭州,19757,19326,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201302,杭州,19326,19102,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201301,杭州,19102,18714,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201212,杭州,18714,18389,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201211,杭州,18389,18517,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201210,杭州,18517,18666,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201209,杭州,18666,18618,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201208,杭州,18618,18466,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201207,杭州,18466,18278,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201206,杭州,18278,18258,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201205,杭州,18258,18488,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201204,杭州,18488,18869,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201203,杭州,18869,18884,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201202,杭州,18884,19158,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201201,杭州,19158,19722,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201112,杭州,19722,20534,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201111,杭州,20534,21210,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201110,杭州,21210,21874,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201109,杭州,21874,22406,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201108,杭州,22406,22639,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201107,杭州,22639,22812,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201106,杭州,22812,22967,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201105,杭州,22967,23084,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201104,杭州,23084,22994,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201103,杭州,22994,22508,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201102,杭州,22508,22161,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201101,杭州,22161,22161,0,0,0,30.25,120.16,东亚,中国,Hangzhou,华东,Huadong
201912,深圳,64588,63714,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201911,深圳,63714,65333,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201910,深圳,65333,63123,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201909,深圳,63123,61983,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201908,深圳,61983,61623,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201907,深圳,61623,62262,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201906,深圳,62262,61454,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201905,深圳,61454,61373,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201904,深圳,61373,61123,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201903,深圳,61123,61281,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201902,深圳,61281,58604,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201901,深圳,58604,58230,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201812,深圳,58230,56123,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201811,深圳,56123,54982,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201810,深圳,54982,57260,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201809,深圳,57260,54238,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201808,深圳,54238,53855,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201807,深圳,53855,53355,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201806,深圳,53355,52855,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201805,深圳,52855,52690,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201804,深圳,52690,52245,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201803,深圳,52245,52082,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201802,深圳,52082,51737,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201801,深圳,51737,51482,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201712,深圳,51482,51282,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201711,深圳,51282,51082,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201710,深圳,51082,50782,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201709,深圳,50782,50482,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201708,深圳,50482,50082,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201707,深圳,50082,49713,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201706,深圳,49713,49371,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201705,深圳,49371,49041,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201704,深圳,49041,47516,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201703,深圳,47516,46504,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201702,深圳,46504,46053,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201701,深圳,46053,43293,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201612,深圳,43293,44986,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201611,深圳,44986,45147,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201610,深圳,45147,45768,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201609,深圳,45768,45457,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201608,深圳,45457,44708,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201607,深圳,44708,44604,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201606,深圳,44604,45855,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201605,深圳,45855,46993,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201604,深圳,46993,48833,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201603,深圳,48833,47349,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201602,深圳,47349,45028,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201601,深圳,45028,41498,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201512,深圳,41498,39454,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201511,深圳,39454,40122,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201510,深圳,40122,40234,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201509,深圳,40234,39975,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201508,深圳,39975,39903,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201507,深圳,39903,36754,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201506,深圳,36754,33387,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201505,深圳,33387,30794,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201504,深圳,30794,29438,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201503,深圳,29438,29112,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201502,深圳,29112,28995,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201501,深圳,28995,28119,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201412,深圳,28119,28125,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201411,深圳,28125,27660,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201410,深圳,27660,26572,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201409,深圳,26572,26572,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201408,深圳,26572,26690,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201407,深圳,26690,25500,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201406,深圳,25500,26092,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201405,深圳,26092,26086,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201404,深圳,26086,25613,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201403,深圳,25613,25149,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201402,深圳,25149,24883,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201401,深圳,24883,24912,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201312,深圳,24912,24720,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201311,深圳,24720,24652,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201310,深圳,24652,24194,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201309,深圳,24194,22736,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201308,深圳,22736,21436,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201307,深圳,21436,21183,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201306,深圳,21183,21692,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201305,深圳,21692,21586,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201304,深圳,21586,20798,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201303,深圳,20798,19916,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201302,深圳,19916,19551,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201301,深圳,19551,19299,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201212,深圳,19299,19145,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201211,深圳,19145,18980,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201210,深圳,18980,18837,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201209,深圳,18837,18637,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201208,深圳,18637,18256,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201207,深圳,18256,17954,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201206,深圳,17954,17845,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201205,深圳,17845,17832,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201204,深圳,17832,17458,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201203,深圳,17458,16927,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201202,深圳,16927,17101,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201201,深圳,17101,17429,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201112,深圳,17429,18019,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201111,深圳,18019,18339,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201110,深圳,18339,18614,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201109,深圳,18614,18779,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201108,深圳,18779,18942,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201107,深圳,18942,19086,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201106,深圳,19086,19041,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201105,深圳,19041,19071,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201104,深圳,19071,18927,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201103,深圳,18927,18226,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201102,深圳,18226,17468,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201101,深圳,17468,17468,0,0,0,22.54,114.06,东亚,中国,Shenzhen,华南,Huanan
201912,北京,62195,62435,0,0,32.62,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201911,北京,62435,63120,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201910,北京,63120,64403,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201909,北京,64403,63913,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201908,北京,63913,63403,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201907,北京,63403,62382,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201906,北京,62382,62840,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201905,北京,62840,63122,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201904,北京,63122,64233,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201903,北京,64233,65173,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201902,北京,65173,63742,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201901,北京,63742,62553,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201812,北京,62553,60913,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201811,北京,60913,60954,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201810,北京,60954,61104,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201809,北京,61104,59381,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201808,北京,59381,58360,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201807,北京,58360,58171,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201806,北京,58171,57936,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201805,北京,57936,57844,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201804,北京,57844,57722,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201803,北京,57722,57562,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201802,北京,57562,57528,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201801,北京,57528,57773,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201712,北京,57773,57667,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201711,北京,57667,58082,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201710,北京,58082,58936,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201709,北京,58936,53926,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201708,北京,53926,51387,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201707,北京,51387,51160,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201706,北京,51160,53054,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201705,北京,53054,54709,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201704,北京,54709,61619,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201703,北京,61619,59536,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201702,北京,59536,58069,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201701,北京,58069,57602,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201612,北京,57602,56064,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201611,北京,56064,53557,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201610,北京,53557,50141,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201609,北京,50141,47139,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201608,北京,47139,45801,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201607,北京,45801,44858,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201606,北京,44858,44756,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201605,北京,44756,44391,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201604,北京,44391,42087,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201603,北京,42087,40046,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201602,北京,40046,39623,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201601,北京,39623,39440,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201512,北京,39440,40855,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201511,北京,40855,40706,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201510,北京,40706,40452,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201509,北京,40452,40172,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201508,北京,40172,39694,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201507,北京,39694,38853,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201506,北京,38853,38719,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201505,北京,38719,38234,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201504,北京,38234,37879,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201503,北京,37879,37735,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201502,北京,37735,37264,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201501,北京,37264,37297,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201412,北京,37297,37131,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201411,北京,37131,36997,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201410,北京,36997,36725,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201409,北京,36725,37326,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201408,北京,37326,37719,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201407,北京,37719,39381,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201406,北京,39381,39432,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201405,北京,39432,39815,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201404,北京,39815,40558,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
201403,北京,40558,40596,0,0,0,39.9075,116.39723,东亚,中国,Beijing,华北,Huabei
